time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,att_phi,att_theta,att_psi,rate_p,rate_q,rate_r,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
1341.779297,-3.929688,1.429688,-1.214844,-0.019999,-0.059999,-0.019547,0.116340,-0.068229,0.145038,-0.181152,0.284180,-0.394287,0,-4500,4500,0
1341.791016,-3.929688,1.429688,-1.214844,-0.019999,-0.059999,-0.005590,0.114643,-0.064620,0.140980,-0.175293,0.248047,-0.367676,0,-4500,4500,0
1341.800781,-3.929688,1.417969,-1.214844,-0.029999,-0.099998,-0.001318,0.113325,-0.062052,0.137737,-0.148193,0.210693,-0.335205,0,-4500,4500,0
1341.810547,-3.929688,1.417969,-1.214844,-0.029999,-0.099998,0.010311,0.112211,-0.059972,0.134883,-0.125244,0.158203,-0.295166,0,-4500,4500,0
1341.820312,-3.929688,1.417969,-1.214844,-0.029999,-0.099998,0.021425,0.111211,-0.058505,0.132402,-0.100342,0.100098,-0.248291,0,-4500,4500,0
1341.830078,-3.929688,1.417969,-1.214844,-0.029999,-0.099998,0.030472,0.110711,-0.057649,0.130301,-0.068359,0.038818,-0.213135,0,-4500,4500,0
1341.839844,-3.929688,1.417969,-1.214844,-0.029999,-0.099998,0.038446,0.110401,-0.057405,0.128313,-0.033203,-0.025146,-0.179688,0,-4500,4500,0
1341.849609,-3.929688,1.417969,-1.214844,-0.029999,-0.099998,0.046829,0.110286,-0.057771,0.126668,-0.015625,-0.083740,-0.143066,0,-4500,4500,0
1341.859375,-3.929688,1.417969,-1.214844,-0.029999,-0.099998,0.055285,0.110232,-0.058688,0.125197,0.000244,-0.114014,-0.132324,0,-4500,4500,0
1341.869141,-3.929688,1.417969,-1.214844,-0.019999,-0.099998,0.060030,0.110360,-0.059789,0.123718,-0.005615,-0.124268,-0.130859,0,-4500,4500,0
1341.878906,-3.929688,1.417969,-1.214844,-0.019999,-0.099998,0.066315,0.110306,-0.060829,0.122307,-0.017822,-0.117920,-0.128174,0,-4500,4500,0
1341.888672,-3.929688,1.417969,-1.214844,-0.019999,-0.099998,0.072233,0.110184,-0.061746,0.120903,-0.035889,-0.091309,-0.147217,0,-4500,4500,0
1341.898438,-3.937500,1.406250,-1.214844,-0.039999,-0.109999,0.085400,0.109881,-0.062357,0.119174,-0.049805,-0.079102,-0.167480,0,-4500,4500,0
1341.908203,-3.937500,1.406250,-1.214844,-0.039999,-0.109999,0.087456,0.109333,-0.062969,0.117209,-0.083252,-0.067383,-0.191406,0,-4500,4500,0
1341.917969,-3.937500,1.406250,-1.214844,-0.039999,-0.109999,0.091805,0.108590,-0.063458,0.115176,-0.092773,-0.079590,-0.212646,0,-4500,4500,0
1341.927734,-3.937500,1.406250,-1.210938,-0.049999,-0.129999,0.095932,0.107808,-0.064148,0.112981,-0.104492,-0.110840,-0.230225,0,-4500,4500,0
1341.937500,-3.937500,1.406250,-1.210938,-0.049999,-0.129999,0.104055,0.106820,-0.065171,0.110326,-0.123291,-0.141357,-0.244141,0,-4500,4500,0
1341.947266,-3.937500,1.406250,-1.210938,-0.049999,-0.129999,0.106865,0.105665,-0.066516,0.107759,-0.125244,-0.182129,-0.247803,0,-4500,4500,0
1341.957031,-3.937500,1.406250,-1.210938,-0.049999,-0.129999,0.108574,0.104685,-0.068352,0.105178,-0.113037,-0.224854,-0.240967,0,-4500,4500,0
1341.966797,-3.937500,1.398438,-1.210938,-0.049999,-0.119999,0.111502,0.103791,-0.070493,0.102494,-0.110840,-0.253418,-0.227051,0,-4500,4500,0
1341.976562,-3.937500,1.398438,-1.207031,-0.049999,-0.119999,0.112225,0.102872,-0.072818,0.100229,-0.099854,-0.273193,-0.205322,0,-4500,4500,0
1341.986328,-3.937500,1.398438,-1.207031,-0.049999,-0.119999,0.112345,0.102160,-0.075144,0.098225,-0.090820,-0.278564,-0.182373,0,-4500,4500,0
1341.996094,-3.937500,1.398438,-1.207031,-0.059999,-0.109999,0.111828,0.101563,-0.077837,0.096087,-0.056641,-0.267334,-0.150391,0,-4500,4500,0
1342.005859,-3.937500,1.398438,-1.207031,-0.059999,-0.109999,0.111467,0.101149,-0.080225,0.094508,-0.038086,-0.259277,-0.120605,0,-4500,4500,0
1342.015625,-3.937500,1.398438,-1.207031,-0.059999,-0.109999,0.110582,0.100979,-0.082552,0.093166,-0.012939,-0.243408,-0.102539,0,-4500,4500,0
1342.025391,-3.937500,1.398438,-1.207031,-0.059999,-0.109999,0.109297,0.101004,-0.084635,0.092019,0.019775,-0.232666,-0.086670,0,-4500,4500,0
1342.035156,-3.937500,1.398438,-1.207031,-0.059999,-0.099998,0.105616,0.101388,-0.086656,0.090987,0.053711,-0.216309,-0.070068,0,-4500,4500,0
1342.044922,-3.937500,1.398438,-1.207031,-0.059999,-0.099998,0.104151,0.102096,-0.088617,0.090027,0.076660,-0.195557,-0.073730,0,-4500,4500,0
1342.054688,-3.937500,1.398438,-1.203125,-0.059999,-0.099998,0.102943,0.102846,-0.090271,0.089112,0.093262,-0.173096,-0.081787,0,-4500,4500,0
1342.064453,-3.937500,1.398438,-1.203125,-0.059999,-0.099998,0.101263,0.103902,-0.091742,0.088074,0.109131,-0.158691,-0.093506,0,-4500,4500,0
1342.074219,-3.937500,1.386719,-1.203125,-0.059999,-0.080000,0.094151,0.105025,-0.092968,0.086853,0.135742,-0.143799,-0.112793,0,-4500,4500,0
1342.083984,-3.937500,1.386719,-1.203125,-0.059999,-0.080000,0.091753,0.106405,-0.094133,0.085519,0.145264,-0.128418,-0.123779,0,-4500,4500,0
1342.093750,-3.937500,1.386719,-1.203125,-0.059999,-0.080000,0.089025,0.107955,-0.095175,0.084109,0.153320,-0.128418,-0.137207,0,-4500,4500,0
1342.103516,-3.949219,1.386719,-1.203125,-0.029999,-0.049999,0.091869,0.109567,-0.096218,0.082576,0.172363,-0.129639,-0.143555,0,-4500,4500,0
1342.113403,-3.949219,1.386719,-1.203125,-0.029999,-0.049999,0.087843,0.111294,-0.097260,0.081043,0.190430,-0.131104,-0.132324,0,-4500,4500,0
1342.123047,-3.949219,1.386719,-1.203125,-0.029999,-0.049999,0.083307,0.113150,-0.098425,0.079693,0.197021,-0.134277,-0.120605,0,-4500,4500,0
1342.132812,-3.949219,1.386719,-1.199219,-0.029999,-0.049999,0.078514,0.115020,-0.099591,0.078470,0.193604,-0.142334,-0.096191,0,-4500,4500,0
1342.142578,-3.949219,1.386719,-1.199219,-0.019999,-0.009998,0.077272,0.116958,-0.100879,0.077562,0.202881,-0.150879,-0.065430,0,-4500,4500,0
1342.152344,-3.949219,1.386719,-1.199219,-0.019999,-0.009998,0.070681,0.118876,-0.102229,0.076951,0.208496,-0.148682,-0.032227,0,-4500,4500,0
1342.162109,-3.949219,1.386719,-1.199219,-0.019999,-0.009998,0.063860,0.120686,-0.103579,0.076720,0.194336,-0.142822,0.009521,0,-4500,4500,0
1342.171875,-3.949219,1.386719,-1.199219,0.009998,0.019999,0.056908,0.122376,-0.104867,0.076852,0.171387,-0.135498,0.052979,0,-4500,4500,0
1342.181641,-3.949219,1.386719,-1.199219,0.009998,0.019999,0.048458,0.123754,-0.106279,0.077478,0.158691,-0.132324,0.095215,0,-4500,4500,0
1342.192383,-3.949219,1.386719,-1.199219,0.009998,0.019999,0.039879,0.124819,-0.107568,0.078538,0.127197,-0.124756,0.137695,0,-4500,4500,0
1342.201172,-3.949219,1.386719,-1.199219,0.019999,0.059999,0.030497,0.125657,-0.108919,0.079791,0.089844,-0.115234,0.171143,0,-4500,4500,0
1342.210938,-3.949219,1.386719,-1.199219,0.019999,0.059999,0.020906,0.126054,-0.110270,0.081591,0.046875,-0.106201,0.205322,0,-4500,4500,0
1342.220703,-3.949219,1.386719,-1.199219,0.019999,0.059999,0.009270,0.125932,-0.111437,0.083753,0.009277,-0.085938,0.237305,0,-4500,4500,0
1342.230469,-3.949219,1.398438,-1.199219,0.019999,0.089998,-0.000347,0.125510,-0.112470,0.086186,-0.026367,-0.054932,0.270264,0,-4500,4500,0
1342.240234,-3.949219,1.398438,-1.199219,0.019999,0.089998,-0.009771,0.124599,-0.113156,0.088824,-0.072510,-0.019287,0.295654,0,-4500,4500,0
1342.250000,-3.949219,1.398438,-1.199219,0.019999,0.089998,-0.018913,0.123250,-0.113586,0.091978,-0.109863,0.018066,0.328125,0,-4500,4500,0
1342.259766,-3.949219,1.398438,-1.199219,0.019999,0.089998,-0.027460,0.121635,-0.113709,0.095371,-0.124268,0.056885,0.349365,0,-4500,4500,0
1342.269531,-3.937500,1.398438,-1.195312,0.009998,0.109999,-0.024025,0.119836,-0.113341,0.098947,-0.131104,0.102783,0.373535,0,-4500,4500,0
1342.279297,-3.937500,1.398438,-1.195312,0.009998,0.109999,-0.030563,0.118038,-0.112665,0.102835,-0.144043,0.139893,0.390869,0,-4500,4500,0
1342.289062,-3.937500,1.398438,-1.195312,0.009998,0.109999,-0.036982,0.116097,-0.111559,0.107008,-0.136475,0.176758,0.404785,0,-4500,4500,0
1342.298828,-3.937500,1.406250,-1.195312,0.000000,0.139999,-0.040953,0.114407,-0.110147,0.111254,-0.107666,0.201660,0.419189,0,-4500,4500,0
1342.308594,-3.937500,1.406250,-1.199219,0.000000,0.139999,-0.059265,0.112976,-0.108612,0.115512,-0.076904,0.220459,0.422852,0,-4500,4500,0
1342.318359,-3.937500,1.406250,-1.199219,0.000000,0.139999,-0.063263,0.111952,-0.106832,0.119924,-0.048584,0.226807,0.426514,0,-4500,4500,0
1342.328125,-3.937500,1.406250,-1.199219,0.000000,0.139999,-0.067358,0.111260,-0.105052,0.124431,-0.010986,0.225586,0.417480,0,-4500,4500,0
1342.337891,-3.937500,1.406250,-1.203125,-0.009998,0.129999,-0.079273,0.111003,-0.103333,0.128557,0.038818,0.231445,0.409668,0,-4500,4500,0
1342.347656,-3.937500,1.406250,-1.203125,-0.009998,0.129999,-0.081388,0.111104,-0.101493,0.132742,0.076660,0.243652,0.391602,0,-4500,4500,0
1342.357422,-3.937500,1.406250,-1.203125,-0.009998,0.129999,-0.083099,0.111633,-0.099591,0.136666,0.100098,0.250732,0.367676,0,-4500,4500,0
1342.367188,-3.937500,1.417969,-1.203125,-0.019999,0.139999,-0.085194,0.112587,-0.097444,0.140527,0.139893,0.252686,0.348877,0,-4500,4500,0
1342.376953,-3.937500,1.417969,-1.207031,-0.019999,0.139999,-0.092993,0.113874,-0.095543,0.143675,0.162354,0.246826,0.324463,0,-4500,4500,0
1342.386719,-3.937500,1.417969,-1.207031,-0.019999,0.139999,-0.094360,0.115383,-0.093397,0.147108,0.197510,0.225098,0.286621,0,-4500,4500,0
1342.396484,-3.937500,1.417969,-1.207031,-0.019999,0.139999,-0.097088,0.117327,-0.091393,0.150302,0.206055,0.186768,0.255371,0,-4500,4500,0
1342.406250,-3.937500,1.417969,-1.207031,-0.009998,0.129999,-0.099558,0.119117,-0.090088,0.152454,0.218750,0.160156,0.221191,0,-4500,4500,0
1342.416016,-3.937500,1.417969,-1.207031,-0.009998,0.129999,-0.103823,0.121208,-0.088985,0.154490,0.234619,0.130371,0.184570,0,-4500,4500,0
1342.425781,-3.937500,1.417969,-1.207031,-0.009998,0.129999,-0.107008,0.123298,-0.088127,0.156223,0.216064,0.110840,0.148438,0,-4500,4500,0
1342.435547,-3.937500,1.429688,-1.207031,-0.009998,0.109999,-0.109938,0.125267,-0.087330,0.157513,0.188477,0.103760,0.113281,0,-4500,4500,0
1342.445312,-3.937500,1.429688,-1.210938,-0.009998,0.109999,-0.114422,0.127037,-0.086472,0.158542,0.172363,0.106934,0.083984,0,-4500,4500,0
1342.455078,-3.937500,1.429688,-1.210938,-0.009998,0.109999,-0.121719,0.128511,-0.085492,0.159277,0.141113,0.128906,0.058350,0,-4500,4500,0
1342.464844,-3.937500,1.429688,-1.210938,-0.009998,0.109999,-0.127806,0.129666,-0.084145,0.159933,0.094238,0.179443,0.033447,0,-4500,4500,0
1342.474609,-3.949219,1.417969,-1.214844,-0.029999,0.099998,-0.141163,0.130447,-0.082246,0.160346,0.070801,0.237793,0.021240,0,-4500,4500,0
1342.484375,-3.949219,1.417969,-1.214844,-0.029999,0.099998,-0.147169,0.131168,-0.079429,0.160880,0.052734,0.308594,0.006836,0,-4500,4500,0
1342.494141,-3.949219,1.417969,-1.214844,-0.029999,0.099998,-0.152264,0.131629,-0.076246,0.161334,0.045898,0.366211,0.008301,0,-4500,4500,0
1342.503906,-3.949219,1.417969,-1.214844,-0.049999,0.049999,-0.159164,0.132082,-0.072573,0.161839,0.035156,0.395508,0.009521,0,-4500,4500,0
1342.513672,-3.949219,1.417969,-1.218750,-0.049999,0.049999,-0.162546,0.132604,-0.068841,0.162353,0.047852,0.392822,0.004150,0,-4500,4500,0
1342.523438,-3.949219,1.417969,-1.218750,-0.049999,0.049999,-0.165133,0.133429,-0.065232,0.162866,0.088867,0.364990,0.001953,0,-4500,4500,0
1342.533203,-3.949219,1.417969,-1.218750,-0.080000,0.009998,-0.170458,0.134666,-0.062050,0.163342,0.121338,0.321533,-0.013184,0,-4500,4500,0
1342.542969,-3.949219,1.417969,-1.218750,-0.080000,0.009998,-0.169964,0.135913,-0.059483,0.163299,0.143066,0.281494,-0.033447,0,-4500,4500,0
1342.552734,-3.949219,1.417969,-1.222656,-0.080000,0.009998,-0.170942,0.137678,-0.056793,0.163149,0.161377,0.236328,-0.071289,0,-4500,4500,0
1342.562500,-3.949219,1.417969,-1.222656,-0.080000,0.009998,-0.171701,0.139511,-0.054593,0.162506,0.175049,0.211670,-0.104736,0,-4500,4500,0
1342.572266,-3.949219,1.417969,-1.222656,-0.099998,-0.019999,-0.178917,0.141534,-0.052514,0.161381,0.195312,0.199951,-0.154297,0,-4500,4500,0
1342.582031,-3.949219,1.417969,-1.226562,-0.099998,-0.019999,-0.179823,0.143686,-0.050498,0.159824,0.195801,0.196045,-0.208496,0,-4500,4500,0
1342.591797,-3.949219,1.417969,-1.226562,-0.099998,-0.019999,-0.181488,0.145898,-0.048359,0.157765,0.200195,0.194092,-0.264404,0,-4500,4500,0
1342.601562,-3.957031,1.417969,-1.230469,-0.129999,-0.059999,-0.196220,0.148492,-0.046110,0.154929,0.225098,0.192871,-0.319092,0,-4500,4500,0
1342.611328,-3.957031,1.417969,-1.230469,-0.129999,-0.059999,-0.197769,0.150866,-0.043837,0.151911,0.233643,0.207764,-0.368164,0,-4500,4500,0
1342.621094,-3.957031,1.417969,-1.230469,-0.129999,-0.059999,-0.198389,0.153509,-0.041271,0.148497,0.241699,0.236084,-0.411133,0,-4500,4500,0
1342.630859,-3.957031,1.417969,-1.234375,-0.129999,-0.059999,-0.197735,0.156253,-0.038095,0.144583,0.256592,0.282471,-0.462402,0,-4500,4500,0
1342.640625,-3.957031,1.417969,-1.234375,-0.160000,-0.109999,-0.201235,0.159275,-0.034431,0.140256,0.271973,0.337646,-0.504395,0,-4500,4458,0
1342.650391,-3.957031,1.417969,-1.234375,-0.160000,-0.109999,-0.196455,0.162247,-0.030095,0.135566,0.283203,0.381836,-0.547852,0,-4500,4334,0
1342.660156,-3.957031,1.417969,-1.238281,-0.160000,-0.109999,-0.190395,0.165309,-0.025454,0.130679,0.284912,0.393066,-0.595947,0,-4500,4252,0
1342.669922,-3.957031,1.406250,-1.242188,-0.199999,-0.179998,-0.195391,0.168511,-0.020814,0.125120,0.306152,0.363281,-0.641602,0,-4500,4229,0
1342.679688,-3.957031,1.406250,-1.242188,-0.199999,-0.179998,-0.188793,0.171903,-0.016602,0.119266,0.338135,0.283447,-0.686279,0,-4500,4286,0
1342.689453,-3.957031,1.406250,-1.242188,-0.199999,-0.179998,-0.185900,0.175616,-0.013245,0.112747,0.375488,0.179688,-0.723633,0,-4500,4401,0
1342.699219,-3.957031,1.406250,-1.242188,-0.199999,-0.179998,-0.181681,0.179641,-0.010926,0.105743,0.401367,0.060547,-0.763428,0,-4500,4500,0
1342.708984,-3.968750,1.398438,-1.246094,-0.189999,-0.209999,-0.182217,0.183987,-0.009461,0.098253,0.427979,-0.030273,-0.783203,0,-4500,4500,0
1342.718750,-3.968750,1.398438,-1.246094,-0.189999,-0.209999,-0.178673,0.188561,-0.008667,0.090455,0.454590,-0.078125,-0.804932,0,-4500,4500,0
1342.728516,-3.968750,1.398438,-1.246094,-0.189999,-0.209999,-0.175468,0.193170,-0.007935,0.082437,0.445557,-0.088867,-0.831543,0,-4500,4500,0
1342.738281,-3.976562,1.398438,-1.250000,-0.199999,-0.240000,-0.183731,0.197527,-0.007080,0.073986,0.412598,-0.057373,-0.859863,0,-4500,4500,0
1342.748047,-3.976562,1.398438,-1.250000,-0.199999,-0.240000,-0.181322,0.201705,-0.005676,0.065484,0.378174,-0.015869,-0.898193,0,-4500,4500,0
1342.757812,-3.976562,1.398438,-1.253906,-0.199999,-0.240000,-0.179234,0.205189,-0.003845,0.056673,0.321777,0.024170,-0.944336,0,-4500,4500,0
1342.767578,-3.988281,1.386719,-1.253906,-0.199999,-0.299999,-0.172466,0.208161,-0.001461,0.047472,0.247070,0.056152,-0.998535,0,-4500,4410,0
1342.777344,-3.988281,1.386719,-1.253906,-0.199999,-0.299999,-0.175123,0.210284,0.001291,0.037208,0.167969,0.068359,-1.066650,0,-4500,4342,0
1342.787109,-3.988281,1.386719,-1.253906,-0.199999,-0.299999,-0.170776,0.211511,0.003967,0.027108,0.090820,0.061035,-1.121094,0,-4500,4302,0
1342.796875,-3.988281,1.386719,-1.257812,-0.199999,-0.299999,-0.166433,0.212108,0.006836,0.016236,0.041748,0.041260,-1.173828,0,-4500,4292,0
1342.806641,-4.000000,1.378906,-1.257812,-0.230000,-0.329998,-0.162256,0.212282,0.009364,0.004865,0.009521,-0.008545,-1.205078,0,-4500,4325,0
1342.816406,-4.000000,1.378906,-1.257812,-0.230000,-0.329998,-0.158806,0.212121,0.011475,-0.006837,-0.017090,-0.053711,-1.214600,0,-4500,4369,0
1342.826172,-4.000000,1.378906,-1.257812,-0.230000,-0.329998,-0.155088,0.211869,0.013062,-0.018436,-0.023438,-0.095215,-1.202881,0,-4500,4415,0
1342.835938,-4.007812,1.367188,-1.261719,-0.230000,-0.349998,-0.160149,0.211703,0.014405,-0.030223,0.000977,-0.128174,-1.180176,0,-4500,4450,0
1342.845703,-4.007812,1.367188,-1.261719,-0.230000,-0.349998,-0.154627,0.211631,0.015565,-0.041706,0.023193,-0.135010,-1.159912,0,-4500,4454,0
1342.855469,-4.007812,1.367188,-1.261719,-0.230000,-0.349998,-0.148504,0.211763,0.016663,-0.052952,0.024658,-0.129883,-1.142822,0,-4500,4433,0
1342.865234,-4.007812,1.367188,-1.265625,-0.230000,-0.349998,-0.142618,0.211895,0.017762,-0.064083,0.027832,-0.120850,-1.134277,0,-4500,4397,0
1342.874023,-4.000000,1.347656,-1.265625,-0.240000,-0.369999,-0.139755,0.211967,0.019044,-0.075348,0.029053,-0.107910,-1.150391,0,-4500,4355,0
1342.884766,-4.000000,1.347656,-1.265625,-0.240000,-0.369999,-0.132372,0.211921,0.020387,-0.086802,0.012695,-0.114990,-1.181152,0,-4500,4332,0
1342.894531,-4.000000,1.347656,-1.265625,-0.240000,-0.369999,-0.125706,0.211763,0.021669,-0.098448,0.012207,-0.138916,-1.210449,0,-4500,4335,0
1342.904297,-4.000000,1.347656,-1.269531,-0.240000,-0.369999,-0.119774,0.211656,0.022707,-0.110671,0.025391,-0.181396,-1.254150,0,-4500,4373,0
1342.914062,-4.019531,1.339844,-1.269531,-0.269999,-0.400000,-0.114231,0.211524,0.023379,-0.123454,0.042236,-0.221191,-1.280762,0,-4500,4429,0
1342.923828,-4.019531,1.339844,-1.269531,-0.269999,-0.400000,-0.104630,0.211550,0.023623,-0.136207,0.053955,-0.253174,-1.300781,0,-4500,4478,0
1342.933594,-4.019531,1.339844,-1.269531,-0.269999,-0.400000,-0.098921,0.211861,0.023745,-0.149288,0.070557,-0.282471,-1.308350,0,-4500,4500,0
1342.943359,-4.019531,1.328125,-1.269531,-0.230000,-0.359999,-0.093075,0.212317,0.023806,-0.162458,0.098633,-0.287842,-1.304688,0,-4500,4500,0
1342.953125,-4.019531,1.328125,-1.269531,-0.230000,-0.359999,-0.088791,0.213046,0.023745,-0.175457,0.136475,-0.288818,-1.292480,0,-4500,4500,0
1342.962891,-4.019531,1.328125,-1.269531,-0.230000,-0.359999,-0.085066,0.213993,0.023745,-0.188247,0.162598,-0.270752,-1.270996,0,-4500,4500,0
1342.972656,-4.039062,1.316406,-1.269531,-0.219999,-0.329998,-0.079330,0.215311,0.023867,-0.201072,0.181152,-0.247314,-1.247559,0,-4500,4475,0
1342.982422,-4.039062,1.316406,-1.269531,-0.219999,-0.329998,-0.076242,0.216795,0.024294,-0.213285,0.196533,-0.212891,-1.221191,0,-4500,4417,0
1342.992188,-4.039062,1.316406,-1.269531,-0.219999,-0.329998,-0.073212,0.218232,0.024966,-0.224808,0.210938,-0.190430,-1.178955,0,-4500,4364,0
1343.001953,-4.039062,1.316406,-1.269531,-0.219999,-0.329998,-0.072134,0.219921,0.025882,-0.236523,0.231201,-0.163330,-1.136963,0,-4500,4302,0
1343.011719,-4.039062,1.308594,-1.269531,-0.209999,-0.320000,-0.065752,0.221504,0.026981,-0.247615,0.224854,-0.155273,-1.093262,0,-4500,4255,0
1343.021484,-4.039062,1.308594,-1.269531,-0.209999,-0.320000,-0.062853,0.223133,0.027836,-0.258085,0.227051,-0.162354,-1.045898,0,-4500,4232,0
1343.031250,-4.039062,1.308594,-1.269531,-0.209999,-0.320000,-0.060001,0.224835,0.028568,-0.268100,0.229492,-0.166504,-0.982666,0,-4500,4216,0
1343.040039,-4.046875,1.296875,-1.269531,-0.169998,-0.240000,-0.053299,0.226332,0.028996,-0.277595,0.208740,-0.187256,-0.923584,0,-4500,4220,0
1343.050781,-4.046875,1.296875,-1.269531,-0.169998,-0.240000,-0.050600,0.227710,0.029179,-0.286427,0.184814,-0.208008,-0.855957,0,-4500,4231,0
1343.060547,-4.046875,1.296875,-1.269531,-0.169998,-0.240000,-0.047974,0.228968,0.028935,-0.294580,0.168701,-0.221924,-0.784668,0,-4500,4235,0
1343.070312,-4.046875,1.296875,-1.269531,-0.169998,-0.240000,-0.046095,0.230049,0.028446,-0.302284,0.158691,-0.231934,-0.707031,0,-4500,4241,0
1343.080078,-4.046875,1.296875,-1.269531,-0.129999,-0.189999,-0.041643,0.230895,0.027836,-0.309219,0.124023,-0.236816,-0.636230,0,-4500,4243,0
1343.089844,-4.046875,1.296875,-1.269531,-0.129999,-0.189999,-0.041483,0.231531,0.027042,-0.315379,0.085693,-0.230469,-0.551025,0,-4500,4229,0
1343.099609,-4.046875,1.296875,-1.269531,-0.129999,-0.189999,-0.042158,0.231769,0.026126,-0.320631,0.042480,-0.213867,-0.466553,0,-4500,4201,0
1343.109375,-4.046875,1.289062,-1.269531,-0.070000,-0.139999,-0.043051,0.231633,0.025310,-0.324958,0.007812,-0.188232,-0.383545,0,-4500,4157,0
1343.119141,-4.046875,1.289062,-1.269531,-0.070000,-0.139999,-0.040745,0.231014,0.024539,-0.328759,-0.036377,-0.158936,-0.300049,0,-4500,4103,0
1343.128906,-4.046875,1.289062,-1.269531,-0.070000,-0.139999,-0.042757,0.230066,0.023806,-0.331462,-0.091309,-0.130859,-0.222412,0,-4500,4047,0
1343.138672,-4.046875,1.289062,-1.269531,-0.019999,-0.080000,-0.045349,0.228734,0.023256,-0.333431,-0.118408,-0.103271,-0.136719,0,-4500,3990,0
1343.148438,-4.046875,1.289062,-1.269531,-0.019999,-0.080000,-0.044682,0.227192,0.022646,-0.334571,-0.140625,-0.073486,-0.058350,0,-4500,3927,0
1343.158203,-4.046875,1.289062,-1.269531,-0.019999,-0.080000,-0.046459,0.225312,0.022280,-0.334822,-0.181152,-0.031982,0.016357,0,-4500,3842,0
1343.167969,-4.046875,1.289062,-1.269531,-0.019999,-0.080000,-0.047407,0.223133,0.022219,-0.334378,-0.213135,0.011719,0.084473,0,-4500,3742,0
1343.177734,-4.046875,1.289062,-1.269531,0.019999,-0.019999,-0.044943,0.220808,0.022341,-0.333278,-0.236084,0.056152,0.146240,0,-4500,3668,0
1343.187500,-4.046875,1.289062,-1.269531,0.019999,-0.019999,-0.044659,0.218126,0.022829,-0.331405,-0.251465,0.092041,0.196289,0,-4500,3557,0
1343.197266,-4.046875,1.289062,-1.269531,0.019999,-0.019999,-0.043951,0.215345,0.023440,-0.329048,-0.278076,0.112305,0.237793,0,-4500,3463,0
1343.207031,-4.046875,1.289062,-1.269531,0.019999,-0.019999,-0.043327,0.212424,0.024111,-0.326288,-0.293945,0.105469,0.273438,0,-4500,3404,0
1343.216797,-4.046875,1.289062,-1.269531,0.059999,0.000000,-0.039539,0.209741,0.024416,-0.323604,-0.287109,0.087891,0.307373,0,-4500,3331,0
1343.226562,-4.046875,1.289062,-1.269531,0.059999,0.000000,-0.039207,0.206628,0.024600,-0.320264,-0.282715,0.055420,0.348389,0,-4500,3321,0
1343.236328,-4.046875,1.289062,-1.269531,0.059999,0.000000,-0.039396,0.203562,0.024416,-0.316325,-0.279541,0.035156,0.393066,0,-4500,3305,0
1343.246094,-4.039062,1.289062,-1.269531,0.119999,0.049999,-0.023579,0.200760,0.023989,-0.312464,-0.272705,0.036865,0.437744,0,-4500,3259,0
1343.255859,-4.039062,1.289062,-1.269531,0.119999,0.049999,-0.021532,0.198078,0.023623,-0.307849,-0.254150,0.059570,0.484131,0,-4500,3176,0
1343.265625,-4.039062,1.289062,-1.269531,0.119999,0.049999,-0.019304,0.195767,0.023440,-0.302772,-0.223145,0.086670,0.543701,0,-4500,3076,0
1343.275391,-4.039062,1.289062,-1.269531,0.169998,0.099998,-0.016663,0.193505,0.023452,-0.296943,-0.198730,0.106934,0.599609,0,-4500,2976,0
1343.285156,-4.039062,1.289062,-1.265625,0.169998,0.099998,-0.003191,0.191743,0.023440,-0.290948,-0.164062,0.114502,0.656006,0,-4500,2890,0
1343.294922,-4.039062,1.289062,-1.265625,0.169998,0.099998,-0.000923,0.190355,0.023256,-0.284036,-0.115234,0.099609,0.711182,0,-4500,2837,0
1343.304688,-4.039062,1.289062,-1.265625,0.169998,0.099998,0.001129,0.189552,0.022829,-0.276748,-0.063477,0.079346,0.763184,0,-4500,2806,0
1343.314453,-4.027344,1.296875,-1.261719,0.209999,0.139999,0.013397,0.189050,0.022035,-0.269251,-0.030029,0.055420,0.799316,0,-4500,2790,0
1343.324219,-4.027344,1.296875,-1.261719,0.209999,0.139999,0.016479,0.188918,0.020998,-0.261224,-0.008789,0.031006,0.835693,0,-4500,2781,0
1343.333984,-4.027344,1.296875,-1.261719,0.209999,0.139999,0.019121,0.188907,0.019594,-0.252989,0.015137,0.014893,0.867432,0,-4500,2770,0
1343.343750,-4.019531,1.296875,-1.261719,0.240000,0.189999,0.027691,0.189038,0.018067,-0.244742,0.028809,0.010498,0.900391,0,-4500,2747,0
1343.353516,-4.019531,1.296875,-1.261719,0.240000,0.189999,0.030186,0.189267,0.016541,-0.235918,0.032959,0.014893,0.931885,0,-4500,2712,0
1343.363281,-4.019531,1.296875,-1.261719,0.240000,0.189999,0.032198,0.189589,0.014954,-0.226707,0.037109,0.031494,0.968506,0,-4500,2663,0
1343.373047,-4.007812,1.308594,-1.257812,0.269999,0.240000,0.048729,0.189938,0.013550,-0.217113,0.049316,0.069336,1.017090,0,-4500,2584,0
1343.382812,-4.007812,1.308594,-1.257812,0.269999,0.240000,0.050880,0.190309,0.012390,-0.207116,0.058350,0.097900,1.063965,0,-4500,2506,0
1343.392578,-4.007812,1.308594,-1.257812,0.269999,0.240000,0.056740,0.190643,0.011475,-0.196174,0.058838,0.136230,1.118164,0,-4500,2413,0
